"Shape" "TSR_Breadth" "Peak_Count" "Total_Count" "Tag_Ratio" "Midpoint" "Start" "End"
"AT1G04870" "12.8033179575791" "21" "151" "696" "0.216954022988506" "1375435" "1375419" "1375439"
"AT1G04900" "5.37154326615519" "3" "137" "428" "0.320093457943925" "1383854" "1383852" "1383854"
"AT1G04910" "1.94578036924912" "5" "58" "477" "0.121593291404612" "1388222" "1388220" "1388224"
"AT1G04930" "4.27258296990293" "25" "146" "332" "0.439759036144578" "1399047" "1399033" "1399057"
"AT1G04945" "6.00970502706622" "3" "46" "526" "0.0874524714828897" "1400908" "1400908" "1400910"
"AT1G04950" "2.68978067471356" "6" "28" "252" "0.111111111111111" "1407498" "1407495" "1407500"
"AT1G04960" "2.41580420876658" "49" "155" "892" "0.173766816143498" "1410755" "1410731" "1410779"
"AT1G04970" "20.7169679208269" "65" "173" "536" "0.322761194029851" "1411184" "1411173" "1411237"
"AT1G04980" "2.92401071495742" "44" "52" "351" "0.148148148148148" "1416137" "1416112" "1416155"
"AT1G04985" "15.2294413613805" "24" "877" "1982" "0.442482341069627" "1418442" "1418434" "1418457"
"AT1G04990" "2.84453217771542" "6" "742" "1815" "0.408815426997245" "1421462" "1421460" "1421465"
"AT1G05000" "28.6337837938622" "2" "153" "1138" "0.134446397188049" "1425590" "1425590" "1425591"
"AT1G05010" "2.07476058408624" "8" "281" "914" "0.307439824945295" "1432762" "1432760" "1432767"
"AT1G05030" "3.83915224311166" "5" "55" "262" "0.209923664122137" "1441332" "1441330" "1441334"
"AT1G05055" "Completely_Peaked" "1" "61" "294" "0.207482993197279" "1450857" "1450857" "1450857"
"AT1G05060" "2.11791116232344" "17" "99" "259" "0.382239382239382" "1452874" "1452866" "1452882"
"AT1G05070" "2.69320681299019" "96" "167" "442" "0.377828054298643" "1458705" "1458654" "1458749"
"AT1G05100" "6.55519392779908" "7" "28" "90" "0.311111111111111" "1469604" "1469603" "1469609"
"AT1G05120" "5.22708339602084" "34" "66" "600" "0.11" "1476094" "1476070" "1476103"
"AT1G05140" "2.45053614492924" "6" "45" "284" "0.158450704225352" "1482957" "1482955" "1482960"
"AT1G05150" "2.01512378961451" "77" "143" "818" "0.17481662591687" "1486914" "1486884" "1486960"
"AT1G05160" "Completely_Peaked" "1" "22" "106" "0.207547169811321" "1490929" "1490929" "1490929"
"AT1G05170" "1.87002837715248" "4" "19" "280" "0.0678571428571429" "1491431" "1491430" "1491433"
"AT1G05180" "2.45297518741208" "110" "216" "486" "0.444444444444444" "1501798" "1501750" "1501859"
"AT1G05190" "4.16809064612832" "33" "568" "1530" "0.371241830065359" "1503780" "1503764" "1503796"
"AT1G05200" "1.50032952312155" "264" "30" "164" "0.182926829268293" "1507005" "1506885" "1507148"
"AT1G05205" "6.43943930216332" "12" "506" "1303" "0.388334612432847" "1510282" "1510276" "1510287"
"AT1G05210" "2.4465572549252" "7" "125" "332" "0.376506024096386" "1510420" "1510416" "1510422"
"AT1G05220" "3.76125346268436" "7" "35" "96" "0.364583333333333" "1512649" "1512646" "1512652"
"AT1G05260" "8.53724698571287" "19" "1317" "5118" "0.257327080890973" "1529769" "1529764" "1529782"
"AT1G05270" "2.84883869838434" "101" "540" "1102" "0.490018148820327" "1534391" "1534342" "1534442"
"AT1G05280" "5.01403349959247" "6" "24" "104" "0.230769230769231" "1537585" "1537581" "1537586"
"AT1G05300" "5.64132253061303" "82" "950" "1134" "0.837742504409171" "1547828" "1547790" "1547871"
"AT1G05310" "7.24807691940178" "2" "73" "320" "0.228125" "1552518" "1552517" "1552518"
"AT1G05320" "1.83024627155535" "3" "26" "573" "0.0453752181500873" "1557532" "1557531" "1557533"
"AT1G05340" "10.8680279026081" "127" "2063" "5041" "0.409244197579845" "1559757" "1559700" "1559826"
"AT1G05350" "2.55398912377804" "6" "44" "415" "0.106024096385542" "1564082" "1564081" "1564086"
"AT1G05360" "2.39502920500654" "63" "120" "434" "0.276497695852535" "1564615" "1564590" "1564652"
"AT1G05380" "1.74143152628967" "104" "143" "1080" "0.132407407407407" "1582265" "1582210" "1582313"
"AT1G05385" "3.78989092793925" "11" "31" "81" "0.382716049382716" "1583663" "1583659" "1583669"
"AT1G05400" "3.56410256410256" "2" "16" "62" "0.258064516129032" "1584417" "1584416" "1584417"
"AT1G05410" "2.95103857746273" "54" "75" "198" "0.378787878787879" "1587722" "1587702" "1587755"
"AT1G05430" "1.14834189553419" "92" "401" "950" "0.422105263157895" "1595816" "1595777" "1595868"
"AT1G05450" "2.01274972719055" "4" "43" "156" "0.275641025641026" "1599970" "1599968" "1599971"
"AT1G05460" "Completely_Peaked" "1" "15" "104" "0.144230769230769" "1604619" "1604619" "1604619"
"AT1G05470" "9.43501995089549" "68" "170" "663" "0.256410256410256" "1611565" "1611519" "1611586"
"AT1G05500" "1.6577460395929" "114" "621" "1128" "0.550531914893617" "1625058" "1625002" "1625115"
"AT1G05520" "2.23401332957635" "95" "229" "934" "0.245182012847966" "1635829" "1635790" "1635884"
"AT1G05530" "1.83115739650162" "8" "48" "214" "0.224299065420561" "1637899" "1637897" "1637904"
"AT1G05560" "1.57711091280329" "3" "32" "154" "0.207792207792208" "1647149" "1647148" "1647150"
"AT1G05570" "3.67467315505797" "82" "168" "3504" "0.0479452054794521" "1649272" "1649250" "1649331"
"AT1G05575" "12.9349268793065" "25" "261" "773" "0.33764553686934" "1662186" "1662180" "1662204"
"AT1G05590" "3.52616760423207" "37" "23" "254" "0.0905511811023622" "1669466" "1669451" "1669487"
"AT1G05600" "2.51795923517696" "4" "30" "138" "0.217391304347826" "1671906" "1671905" "1671908"
"AT1G05620" "3.81109983713373" "5" "152" "773" "0.196636481241915" "1680651" "1680650" "1680654"
"AT1G05630" "2.31610780474383" "7" "22" "252" "0.0873015873015873" "1682226" "1682224" "1682230"
"AT1G05640" "Completely_Peaked" "1" "12" "82" "0.146341463414634" "1689703" "1689703" "1689703"
"AT1G05650" "1.9" "8" "14" "125" "0.112" "1691954" "1691952" "1691959"
"AT1G05660" "2.9823042900173" "32" "100" "339" "0.294985250737463" "1696092" "1696071" "1696102"
"AT1G05670" "3.25000000069849" "3" "10" "58" "0.172413793103448" "1701019" "1701017" "1701019"
"AT1G05680" "1.26666666666667" "3" "16" "236" "0.0677966101694915" "1703514" "1703513" "1703515"
"AT1G05710" "12.076923074344" "3" "28" "370" "0.0756756756756757" "1714925" "1714925" "1714927"
"AT1G05720" "2.61559617934616" "44" "209" "610" "0.342622950819672" "1718863" "1718839" "1718882"
"AT1G05760" "4.1431850415305" "9" "268" "588" "0.45578231292517" "1724495" "1724491" "1724499"
"AT1G05780" "1.83333333333333" "4" "11" "112" "0.0982142857142857" "1727978" "1727976" "1727979"
"AT1G05785" "1.07101308619984" "207" "112" "418" "0.267942583732057" "1731585" "1731488" "1731694"
"AT1G05790" "3.32651714275354" "73" "163" "664" "0.245481927710843" "1732869" "1732822" "1732894"
"AT1G05805" "2.93775793185502" "96" "651" "1433" "0.454291695743196" "1744798" "1744753" "1744848"
"AT1G05810" "1.96951356441208" "120" "283" "858" "0.32983682983683" "1748624" "1748560" "1748679"
"AT1G05820" "1.00000310731835" "464" "22" "72" "0.305555555555556" "1751966" "1751735" "1752198"
"AT1G05830" "2.25033611884595" "64" "666" "912" "0.730263157894737" "1754277" "1754232" "1754295"
"AT1G05840" "2.53379723433392" "71" "570" "1263" "0.451306413301663" "1766264" "1766240" "1766310"
"AT1G05850" "5.64514898314747" "125" "2136" "5768" "0.370319001386963" "1768649" "1768563" "1768687"
"AT1G05860" "3.93718126297374" "31" "58" "230" "0.252173913043478" "1770213" "1770190" "1770220"
"AT1G05870" "1.83455462318241" "12" "35" "129" "0.271317829457364" "1773306" "1773301" "1773312"
"AT1G05890" "2.91796228034138" "111" "350" "1484" "0.235849056603774" "1779379" "1779330" "1779440"
"AT1G05900" "4.04873284842937" "13" "93" "474" "0.19620253164557" "1786878" "1786872" "1786884"
"AT1G05910" "2.4578319248642" "8" "29" "303" "0.0957095709570957" "1790226" "1790222" "1790229"
"AT1G05940" "2.31787699261579" "8" "1262" "3204" "0.393882646691635" "1803864" "1803860" "1803867"
"AT1G05960" "2.13783465060519" "4" "53" "698" "0.0759312320916905" "1808216" "1808214" "1808217"
"AT1G05970" "7.19305537209362" "45" "60" "121" "0.495867768595041" "1817295" "1817290" "1817334"
"AT1G05990" "1.28028061064135" "11" "14" "64" "0.21875" "1818616" "1818610" "1818620"
"AT1G06000" "9.63672355637836" "70" "136" "1540" "0.0883116883116883" "1821204" "1821178" "1821247"
"AT1G06002" "1.5" "7" "12" "186" "0.0645161290322581" "1821187" "1821183" "1821189"
"AT1G06010" "2.59126236476614" "3" "244" "686" "0.355685131195335" "1823619" "1823618" "1823620"
"AT1G06040" "3.47410797298397" "132" "1677" "3564" "0.470538720538721" "1829849" "1829795" "1829926"
"AT1G06050" "1.49988001948341" "95" "39" "106" "0.367924528301887" "1831247" "1831199" "1831293"
"AT1G06060" "2.95008893941192" "120" "344" "636" "0.540880503144654" "1832980" "1832941" "1833060"
"AT1G06070" "3.25829938844909" "8" "80" "394" "0.203045685279188" "1837572" "1837570" "1837577"
"AT1G06080" "9.59523809565941" "3" "23" "85" "0.270588235294118" "1843565" "1843563" "1843565"
"AT1G06090" "13.0434787494315" "51" "790" "1848" "0.427489177489177" "1847887" "1847880" "1847930"
"AT1G06110" "5.71813161455884" "68" "167" "791" "0.211125158027813" "1855008" "1854990" "1855057"
"AT1G06120" "3.27842037266494" "20" "482" "1276" "0.377742946708464" "1855941" "1855934" "1855953"
"AT1G06130" "1.96238939594803" "51" "75" "350" "0.214285714285714" "1860705" "1860681" "1860731"
"AT1G06149" "8.42778622374041" "39" "109" "306" "0.356209150326797" "1873716" "1873682" "1873720"
"AT1G06180" "1.9432156319497" "4" "15" "78" "0.192307692307692" "1890838" "1890837" "1890840"
"AT1G06190" "3.94427319251831" "7" "88" "434" "0.202764976958525" "1894139" "1894136" "1894142"
"AT1G06200" "6.23994680557795" "103" "823" "2228" "0.369389587073609" "1896927" "1896886" "1896988"
"AT1G06210" "2.74393437338632" "8" "196" "654" "0.299694189602446" "1897578" "1897573" "1897580"
"AT1G06220" "2.9553647155747" "9" "281" "984" "0.285569105691057" "1900086" "1900082" "1900090"
"AT1G06230" "2.44502314814815" "26" "26" "808" "0.0321782178217822" "1908645" "1908630" "1908655"
"AT1G06240" "1.22500000011642" "4" "13" "138" "0.0942028985507246" "1911178" "1911176" "1911179"
"AT1G06265" "1.16666666697711" "2" "20" "70" "0.285714285714286" "1917558" "1917557" "1917558"
"AT1G06270" "1.48958241417381" "48" "54" "209" "0.258373205741627" "1919784" "1919761" "1919808"
"AT1G06290" "7.98921948786085" "8" "298" "1265" "0.235573122529644" "1922352" "1922348" "1922355"
"AT1G06380" "1.09960101412572" "8" "93" "298" "0.312080536912752" "1945085" "1945082" "1945089"
"AT1G06390" "18.8938147000298" "69" "613" "1707" "0.359109548916227" "1946817" "1946802" "1946870"
"AT1G06400" "1.63155204648379" "101" "1045" "2751" "0.379861868411487" "1952734" "1952690" "1952790"
"AT1G06410" "4.41762034064152" "110" "174" "1529" "0.113799869195553" "1954852" "1954791" "1954900"
"AT1G06430" "1.39851643693883" "24" "14" "494" "0.0283400809716599" "1962213" "1962201" "1962224"
"AT1G06450" "Completely_Peaked" "1" "17" "66" "0.257575757575758" "1965821" "1965821" "1965821"
"AT1G06460" "1.8470983327207" "35" "223" "754" "0.295755968169761" "1969495" "1969483" "1969517"
"AT1G06470" "4.38806365677562" "54" "166" "614" "0.270358306188925" "1969733" "1969708" "1969761"
"AT1G06475" "4.2" "4" "18" "52" "0.346153846153846" "1974304" "1974301" "1974304"
"AT1G06490" "3.93551020419719" "3" "12" "110" "0.109090909090909" "1984859" "1984858" "1984860"
"AT1G06500" "4.32770891952482" "37" "171" "731" "0.233926128590971" "1990190" "1990180" "1990216"
"AT1G06515" "1.19426723998458" "85" "257" "577" "0.445407279029463" "1992176" "1992130" "1992214"
"AT1G06510" "5.36118983283228" "5" "24" "160" "0.15" "1992366" "1992363" "1992367"
"AT1G06530" "3.89147248334501" "56" "102" "1088" "0.09375" "2001634" "2001603" "2001658"
"AT1G06550" "10.882523983068" "43" "263" "2200" "0.119545454545455" "2007066" "2007060" "2007102"
"AT1G06560" "1.16666666697711" "2" "5" "188" "0.0265957446808511" "2008226" "2008226" "2008227"
"AT1G06570" "5.59864503547628" "31" "749" "1920" "0.390104166666667" "2013514" "2013493" "2013523"
"AT1G06580" "1.00014396705245" "226" "26" "84" "0.30952380952381" "2014830" "2014717" "2014942"
"AT1G06590" "17.3761305394764" "14" "45" "211" "0.213270142180095" "2020910" "2020908" "2020921"
"AT1G06620" "15.324375290659" "94" "1080" "2405" "0.449064449064449" "2025600" "2025536" "2025629"
"AT1G06630" "2.86911898069486" "75" "80" "554" "0.144404332129964" "2029988" "2029942" "2030016"
"AT1G06640" "10.1478730307678" "49" "2445" "8719" "0.280422066750774" "2032348" "2032331" "2032379"
"AT1G06650" "1.90462666527933" "47" "47" "291" "0.161512027491409" "2035817" "2035795" "2035841"
"AT1G06660" "2.51249999987194" "2" "21" "78" "0.269230769230769" "2040234" "2040234" "2040235"
"AT1G06670" "2.13868430696738" "116" "201" "552" "0.364130434782609" "2040466" "2040410" "2040525"
"AT1G06680" "8.04484498263237" "71" "397" "1158" "0.342832469775475" "2047891" "2047880" "2047950"
"AT1G06690" "1.29067903143152" "10" "27" "225" "0.12" "2052066" "2052061" "2052070"
"AT1G06700" "1.81445937019394" "104" "332" "1119" "0.296693476318141" "2055267" "2055211" "2055314"
"AT1G06710" "Completely_Peaked" "1" "9" "54" "0.166666666666667" "2060281" "2060281" "2060281"
"AT1G06720" "10.4293545131306" "39" "395" "1226" "0.322185970636215" "2067344" "2067340" "2067378"
"AT1G06730" "3.68183308423723" "27" "160" "396" "0.404040404040404" "2067527" "2067509" "2067535"
"AT1G06750" "1" "205" "36" "94" "0.382978723404255" "2076219" "2076117" "2076321"
"AT1G06760" "14.5602422945862" "22" "2393" "6366" "0.375903235940936" "2077694" "2077680" "2077701"
"AT1G06780" "6.13841374848456" "11" "245" "923" "0.265438786565547" "2083424" "2083420" "2083430"
"AT1G06790" "5.40999999928288" "4" "29" "102" "0.284313725490196" "2087232" "2087229" "2087232"
"AT1G06800" "1.73682307214707" "39" "70" "279" "0.25089605734767" "2091467" "2091451" "2091489"
"AT1G06820" "1.80938750692714" "36" "40" "369" "0.10840108401084" "2096252" "2096241" "2096276"
"AT1G06840" "2.76213733989209" "100" "68" "971" "0.0700308959835221" "2102328" "2102286" "2102385"
"AT1G06850" "1.55256905357606" "75" "92" "780" "0.117948717948718" "2105152" "2105111" "2105185"
"AT1G06870" "2.28776441475548" "7" "785" "2002" "0.392107892107892" "2108680" "2108677" "2108683"
"AT1G06890" "4.39309713683028" "97" "1457" "3335" "0.43688155922039" "2114550" "2114511" "2114607"
"AT1G06900" "4.01918670210374" "24" "23" "842" "0.0273159144893112" "2120477" "2120461" "2120484"
"AT1G06910" "Completely_Peaked" "1" "9" "90" "0.1" "2121167" "2121167" "2121167"
"AT1G06923" "2.83680555592744" "3" "41" "172" "0.238372093023256" "2126783" "2126781" "2126783"
"AT1G06950" "2.38068966239817" "9" "125" "1525" "0.0819672131147541" "2130275" "2130270" "2130278"
"AT1G06960" "4.00609660678772" "7" "43" "266" "0.161654135338346" "2135853" "2135851" "2135857"
"AT1G07000" "3.10503651828202" "91" "356" "1068" "0.333333333333333" "2152353" "2152306" "2152396"
"AT1G07020" "1.99000408537597" "53" "89" "472" "0.188559322033898" "2155917" "2155896" "2155948"
"AT1G07030" "1.76264665323013" "106" "265" "682" "0.388563049853372" "2160735" "2160681" "2160786"
"AT1G07040" "1.67691825591494" "91" "238" "748" "0.318181818181818" "2163081" "2163030" "2163120"
"AT1G07070" "6.06891977361114" "45" "124" "454" "0.273127753303965" "2169371" "2169345" "2169389"
"AT1G07080" "3.19828694669325" "90" "668" "2151" "0.310553231055323" "2170047" "2170011" "2170100"
"AT1G07090" "1.41305277636144" "39" "64" "196" "0.326530612244898" "2174843" "2174830" "2174868"
"AT1G07110" "1.62339559386777" "54" "88" "523" "0.168260038240918" "2184028" "2184006" "2184059"
"AT1G07119" "1.13455293545166" "25" "28" "102" "0.274509803921569" "2184343" "2184332" "2184356"
"AT1G07130" "2.34940837934365" "77" "174" "362" "0.480662983425414" "2187892" "2187862" "2187938"
"AT1G07128" "1.81074272337837" "125" "164" "406" "0.403940886699507" "2188408" "2188336" "2188460"
"AT1G07135" "7.94565127868185" "19" "599" "1472" "0.406929347826087" "2190657" "2190644" "2190662"
"AT1G07140" "5.93157962178775" "121" "1417" "3378" "0.419478981645944" "2193772" "2193700" "2193820"
"AT1G07150" "4.65449382218006" "4" "54" "326" "0.165644171779141" "2195795" "2195792" "2195795"
"AT1G07170" "9.32219984294892" "75" "305" "678" "0.449852507374631" "2200160" "2200140" "2200214"
"AT1G07160" "1.69444444573795" "2" "13" "66" "0.196969696969697" "2199728" "2199728" "2199729"
"AT1G07175" "1.40358024783016" "6" "25" "58" "0.431034482758621" "2202336" "2202334" "2202339"
"AT1G07200" "3.47834125373781" "58" "154" "518" "0.297297297297297" "2212409" "2212370" "2212427"
"AT1G07210" "4.07344895025885" "79" "315" "842" "0.374109263657957" "2215237" "2215210" "2215288"
"AT1G07220" "7.33562965502047" "10" "27" "272" "0.0992647058823529" "2218223" "2218221" "2218230"
"AT1G07230" "4.18257349811492" "85" "267" "1234" "0.216369529983793" "2222905" "2222872" "2222956"
"AT1G07240" "3.23507876392585" "85" "967" "2311" "0.41843357853743" "2223853" "2223813" "2223897"
"AT1G07250" "2.08445474491719" "245" "751" "1314" "0.571537290715373" "2225997" "2225857" "2226101"
"AT1G07260" "4.58417628701796" "55" "160" "394" "0.406091370558376" "2229219" "2229182" "2229236"
"AT1G07290" "1.98461538484463" "3" "18" "238" "0.0756302521008403" "2244938" "2244937" "2244939"
"AT1G07300" "5.05062907668611" "5" "49" "312" "0.157051282051282" "2246078" "2246076" "2246080"
"AT1G07310" "1.90262582528527" "84" "2133" "2863" "0.745022703457911" "2248917" "2248880" "2248963"
"AT1G07320" "7.0698794679756" "8" "25" "354" "0.0706214689265537" "2249457" "2249452" "2249459"
"AT1G07350" "2.12309081100401" "25" "64" "1112" "0.0575539568345324" "2259130" "2259121" "2259145"
"AT1G07360" "4.97756566638936" "89" "609" "1768" "0.344457013574661" "2262828" "2262782" "2262870"
"AT1G07370" "2.06151879885517" "13" "44" "270" "0.162962962962963" "2264436" "2264429" "2264441"
"AT1G07380" "5.06994465390521" "77" "66" "1035" "0.063768115942029" "2268012" "2267994" "2268070"
"AT1G07410" "2.03551020405597" "4" "13" "59" "0.220338983050847" "2276405" "2276404" "2276407"
"AT1G07420" "1.60207755974574" "95" "340" "1411" "0.240963855421687" "2279002" "2278970" "2279064"
"AT1G07470" "5.59886592571703" "29" "89" "378" "0.235449735449735" "2291465" "2291460" "2291488"
"AT1G07480" "6.30535637035017" "4" "119" "454" "0.262114537444934" "2299467" "2299465" "2299468"
"AT1G07510" "1.31426289640238" "297" "109" "654" "0.166666666666667" "2305886" "2305733" "2306029"
"AT1G07500" "3.98462876164889" "33" "49" "79" "0.620253164556962" "2305054" "2305030" "2305062"
"AT1G07520" "Completely_Peaked" "1" "36" "295" "0.122033898305085" "2312213" "2312213" "2312213"
